"Phase","FLDNAME","TBLNAME","CRFNAME","TEXT","TYPE","LENGTH","CODE","UNITS","status"
"ADNIGO","PXCHEDES","PHYSICAL","Physical Exam","Details <!--Chest-->","T","200","","",""
"ADNIGO","PXHEART","PHYSICAL","Physical Exam","5. Heart","N","1","1=Normal; 2=Abnormal","",""
"ADNIGO","PXHEADES","PHYSICAL","Physical Exam","Details <!--Heart-->","T","200","","",""
"ADNIGO","PXABDOM","PHYSICAL","Physical Exam","6. Abdomen","N","1","1=Normal; 2=Abnormal","",""
"ADNIGO","PXABDDES","PHYSICAL","Physical Exam","Details <!--Abdomen-->","T","200","","",""
"ADNIGO","PXEXTREM","PHYSICAL","Physical Exam","7. Extremities","N","1","1=Normal; 2=Abnormal","",""
"ADNIGO","PXEXTDES","PHYSICAL","Physical Exam","Details <!--Extremities-->","T","200","","",""
"ADNIGO","PXEDEMA","PHYSICAL","Physical Exam","8. Edema","N","1","1=Normal; 2=Abnormal","",""
"ADNIGO","PXEDEDES","PHYSICAL","Physical Exam","Details <!--Edema-->","T","200","","",""
"ADNIGO","PXPERIPH","PHYSICAL","Physical Exam","9. Peripheral Vascular","N","1","1=Normal; 2=Abnormal","",""
"ADNIGO","PXPERDES","PHYSICAL","Physical Exam","Details <!--Peripheral Vascular-->","T","200","","",""
"ADNIGO","PXSKIN","PHYSICAL","Physical Exam","10. Skin and Appendages","N","1","1=Normal; 2=Abnormal","",""
"ADNIGO","PXSKIDES","PHYSICAL","Physical Exam","Details <!--Skin and Appendages-->","T","200","","",""
"ADNIGO","PXMUSCUL","PHYSICAL","Physical Exam","11. Musculoskeletal","N","1","1=Normal; 2=Abnormal","",""
"ADNIGO","PXMUSDES","PHYSICAL","Physical Exam","Details <!--Musculoskeletal-->","T","200","","",""
"ADNIGO","PXOTHER","PHYSICAL","Physical Exam","13. Other","N","1","1=Normal; 2=Abnormal","",""
"ADNIGO","PXOTRCOM","PHYSICAL","Physical Exam","Details <!--Other-->","T","200","","",""
"ADNIGO","PXGENCOM","PHYSICAL","Physical Exam","14. General Comments","T","1000","","",""
"ADNIGO","PXABNORM","PHYSICAL","Physical Exam","16. Based on the Physical Examination, clinician must check appropriate box below:","N","1","1=Findings consistent with eligibility for study; 2=Participant is not eligible for study","",""
"ADNIGO","PXBACK","PHYSICAL","Physical Exam","12. Back","N","1","1=Normal; 2=Abnormal","",""
"ADNIGO","PXBACKDES","PHYSICAL","Physical Exam","Details <!--Back-->","T","200","","",""
"ADNIGO","ID","PIPECONF","","Record ID","N","38","""crfname"","""",""indexes"",""adnigo_pipeconf_idx=IDX,PIPELINE"",""notnullcols"",""ID,USERID,USERDATE,IDX,PIPELINE""","",""
"ADNIGO","SX","PIPECONF","","","N","10","","",""
"ADNIGO","USERID","PIPECONF","","","T","100","","",""
"ADNIGO","USERDATE","PIPECONF","","Date record created","S","0","","",""
"ADNIGO","USERID2","PIPECONF","","","T","100","","",""
"ADNIGO","USERDATE2","PIPECONF","","Date record last updated","S","0","","",""
"ADNIGO","IDX","PIPECONF","","","N","38","","",""
"ADNIGO","PIPELINE","PIPECONF","","","T","500","","",""
"ADNIGO","STATUS","PIPECONF","","","T","50","","",""
"ADNIGO","CONF","PIPECONF","","","T","10000","","",""
"ADNIGO","DATA","PIPECONF","","","T","1000000000","","",""
"ADNIGO","ID","PTDEMOG","Participant Demographics","Record ID","N","38","""crfname"",""Participant Demographics"",""indexes"",""adnigo_ptdemog_idx=RID,VISCODE,ENTRY"",""notnullcols"",""ID,RID,SITEID,VISCODE,ENTRY,USERID,USERDATE""","",""
"ADNIGO","SX","PTDEMOG","Participant Demographics","","N","10 digits","","",""
"ADNIGO","RID","PTDEMOG","Participant Demographics","Participant roster ID","N","38 digits","","",""
"ADNIGO","SITEID","PTDEMOG","Participant Demographics","Site ID","N","38 digits","","",""
"ADNIGO","VISCODE","PTDEMOG","Participant Demographics","Visit code","T","20 characters","","",""
"ADNIGO","VISCODE2","PTDEMOG","Participant Demographics","Translated visit code","T","20 characters","","",""
"ADNIGO","ENTRY","PTDEMOG","Participant Demographics","","N","1 digit","","",""
"ADNIGO","VERIFY","PTDEMOG","Participant Demographics","","N","1 digit","","",""
"ADNIGO","USERID","PTDEMOG","Participant Demographics","","T","100 characters","","",""
"ADNIGO","USERDATE","PTDEMOG","Participant Demographics","Date record created","S","100 digits","","",""
"ADNIGO","USERID2","PTDEMOG","Participant Demographics","","T","100 characters","","",""
"ADNIGO","USERDATE2","PTDEMOG","Participant Demographics","Date record last updated","S","100 digits","","",""
"ADNIGO","PTGENDER","PTDEMOG","Participant Demographics","1. Participant Gender","N","1","1=Male; 2=Female","",""
"ADNIGO","PTHAND","PTDEMOG","Participant Demographics","3. Participant Handedness","N","1","1=Right;2=Left","",""
"ADNIGO","PTMARRY","PTDEMOG","Participant Demographics","4. Participant Marital Status","N","1","1=Married; 2=Widowed; 3=Divorced; 4=Never married; 5=Unknown","",""
"ADNIGO","PTEDUCAT","PTDEMOG","Participant Demographics","5. Participant Education","N","2","0..20","",""
"ADNIGO","PTWORKHS","PTDEMOG","Participant Demographics","5a. Does the participant have a work history sufficient to exclude mental retardation? <!--Participant Education-->","N","1","1=Yes; 0=No","",""
"ADNIGO","PTWORK","PTDEMOG","Participant Demographics","6a. Primary occupation during most of adult life","T","100","","",""
"ADNIGO","PTWRECNT","PTDEMOG","Participant Demographics","6b. Most recent occupation","T","100","","",""
"ADNIGO","PTNOTRT","PTDEMOG","Participant Demographics","7. Participant Retired?","N","1","1=Yes;0=No","",""
"ADNIGO","PTRTYR","PTDEMOG","Participant Demographics","Retirement Date","D","10","","",""
"ADNIGO","PTHOME","PTDEMOG","Participant Demographics","8. Type of Participant residence","N","1","1=House; 2=Condo/Co-op (owned); 3=Apartment (rented); 4=Mobile Home; 5=Retirement Community; 6=Assisted Living; 7=Skilled Nursing Facility; 8=Other (specify)","",""
"ADNIGO","PTOTHOME","PTDEMOG","Participant Demographics","If Other, specify:","T","50","","",""
"ADNIGO","PTTLANG","PTDEMOG","Participant Demographics","9. Language to be used for testing the Participant","N","1","1=English; 2=Spanish","",""
"ADNIGO","PTPLANG","PTDEMOG","Participant Demographics","10. Participant's Primary Language","N","1","1=English; 2=Spanish; 3=Other (specify)","",""
"ADNIGO","PTPSPEC","PTDEMOG","Participant Demographics","If Other, specify:","T","50","","",""
"ADNIGO","PTMCIBEG","PTDEMOG","Participant Demographics","11a. Year of onset of Mild Cognitive Impairment symptoms (best estimate)","N","4","1985..2012","",""
"ADNIGO","PTADBEG","PTDEMOG","Participant Demographics","11b. Year of onset of Alzheimer's disease symptoms (best estimate)","N","4","1985..2012","",""
"ADNIGO","PTETHCAT","PTDEMOG","Participant Demographics","12. Ethnic Category","N","1","1=Hispanic or Latino; 2=Not Hispanic or Latino; 3=Unknown","",""
"ADNIGO","PTRACCAT","PTDEMOG","Participant Demographics","13. Racial Categories","N","1","1=American Indian or Alaskan Native; 2=Asian; 3=Native Hawaiian or Other Pacific Islander; 4=Black or African American; 5=White; 6=More than one race; 7=Unknown","",""
"ADNIGO","PTDOBMM","PTDEMOG","Participant Demographics","2a. Participant Month of Birth","N","2","1..12","",""
"ADNIGO","PTDOBYY","PTDEMOG","Participant Demographics","2b. Participant Year of Birth","N","4","1900..1980","",""
"ADNIGO","PTSOURCE","PTDEMOG","Participant Demographics","Information Source","N","1","1=Participant Visit;2=Telephone Call","",""
"ADNIGO","RID","VIOLOG","Protocol Deviations Log","Participant roster ID","N","38 digits","","",""
"ADNIGO","ID","QC","","Record ID","N","38","""crfname"","""",""indexes"",""adnigo_qc_idx=QAID,RECNO"",""notnullcols"",""ID,QAID,RECNO,USERID,USERDATE""","",""
"ADNIGO","SX","QC","","","N","10","","",""
"ADNIGO","QAID","QC","","","N","38","","",""
"ADNIGO","RECNO","QC","","","N","38","","",""
"ADNIGO","USERID","QC","","","T","100","","",""
"ADNIGO","USERDATE","QC","","Date record created","S","0","","",""
"ADNIGO","USERID2","QC","","","T","100","","",""
"ADNIGO","USERDATE2","QC","","Date record last updated","S","0","","",""
"ADNIGO","COMSTATUS","QC","","","T","2","","",""
"ADNIGO","COMMENT","QC","","","T","10000","","",""
"ADNIGO","ID","RECADSX","Diagnosis and Symptoms Log","Record ID","N","38","""crfname"",""Diagnosis and Symptoms Log"",""indexes"",""adnigo_recadsx_idx=RID,VISCODE,ENTRY,RECNO"",""notnullcols"",""ID,RID,SITEID,VISCODE,ENTRY,USERID,USERDATE,RECNO""","",""
"ADNIGO","SX","RECADSX","Diagnosis and Symptoms Log","","N","10 digits","","",""
"ADNIGO","RID","RECADSX","Diagnosis and Symptoms Log","Participant roster ID","N","38 digits","","",""
"ADNIGO","SITEID","RECADSX","Diagnosis and Symptoms Log","Site ID","N","38 digits","","",""
"ADNIGO","VISCODE","RECADSX","Diagnosis and Symptoms Log","Visit code","T","20 characters","","",""
"ADNIGO","VISCODE2","RECADSX","Diagnosis and Symptoms Log","Translated visit code","T","20 characters","","",""
"ADNIGO","ENTRY","RECADSX","Diagnosis and Symptoms Log","","N","1 digit","","",""
"ADNIGO","VERIFY","RECADSX","Diagnosis and Symptoms Log","","N","1 digit","","",""
"ADNIGO","USERID","RECADSX","Diagnosis and Symptoms Log","","T","100 characters","","",""
"ADNIGO","USERDATE","RECADSX","Diagnosis and Symptoms Log","Date record created","S","100 digits","","",""
"ADNIGO","USERID2","RECADSX","Diagnosis and Symptoms Log","","T","100 characters","","",""
"ADNIGO","USERDATE2","RECADSX","Diagnosis and Symptoms Log","Date record last updated","S","100 digits","","",""
"ADNIGO","RECNO","RECADSX","Diagnosis and Symptoms Log","","N","38 digits","","",""
"ADNIGO","SXSYMNO","RECADSX","Diagnosis and Symptoms Log","Symptom Number","N","2","1=1. Nausea; 2=2. Vomiting; 3=3. Diarrhea; 4=4. Constipation; 5=5. Abdominal discomfort; 6=6. Sweating; 7=7. Dizziness; 8=8. Low energy; 9=9. Drowsiness; 10=10. Blurred vision; 11=11. Headache; 12=12. Dry mouth; 13=13. Shortness of breath; 14=14. Coughing; 15=15. Palpitations; 16=16. Chest pain; 17=17. Urinary discomfort; 18=18. Urinary frequency; 19=19. Ankle swelling; 20=20. Musculoskeletal pain; 21=21. Rash; 22=22. Insomnia; 23=23. Depressed mood; 24=24. Crying; 25=25. Elevated mood; 26=26. Wandering; 27=27. Fall; 28=28. Other","",""
"ADNIGO","SXSYMP","RECADSX","Diagnosis and Symptoms Log","Description of Symptom","T","200","","",""
"ADNIGO","SXSEVER","RECADSX","Diagnosis and Symptoms Log","Severity","N","1","1=Mild; 2=Moderate; 3=Severe","",""
"ADNIGO","SXCHRON","RECADSX","Diagnosis and Symptoms Log","Chronicity","N","1","1=Single occurrence; 2=Intermittent; 3=Persistent","",""
"ADNIGO","SXONSET","RECADSX","Diagnosis and Symptoms Log","Date of Onset","D","10","","",""
"ADNIGO","SXCONTD","RECADSX","Diagnosis and Symptoms Log","Is the symptom ongoing?","N","1","1=Yes;0=No","",""
"ADNIGO","SXCEASE","RECADSX","Diagnosis and Symptoms Log","Date Ceased","D","10","","",""
"ADNIGO","ID","RECADV","Adverse Events/Hospitalizations - Log","Record ID","N","38","""crfname"",""Adverse Events/Hospitalizations - Log"",""indexes"",""adnigo_recadv_idx=RID,VISCODE,ENTRY,RECNO"",""notnullcols"",""ID,RID,SITEID,VISCODE,ENTRY,USERID,USERDATE,RECNO""","",""
"ADNIGO","SX","RECADV","Adverse Events/Hospitalizations - Log","","N","10 digits","","",""
"ADNIGO","RID","RECADV","Adverse Events/Hospitalizations - Log","Participant roster ID","N","38 digits","","",""
"ADNIGO","SX","TREATDIS","Early Discontinuation and Withdrawal","","N","10 digits","","",""
"ADNIGO","SITEID","RECADV","Adverse Events/Hospitalizations - Log","Site ID","N","38 digits","","",""
"ADNIGO","SITECODE","SITES_VWX","","","T","20","","",""
"ADNIGO","VISCODE","RECADV","Adverse Events/Hospitalizations - Log","Visit code","T","20 characters","","",""
"ADNIGO","VISCODE2","RECADV","Adverse Events/Hospitalizations - Log","Translated visit code","T","20 characters","","",""
"ADNIGO","ENTRY","RECADV","Adverse Events/Hospitalizations - Log","","N","1 digit","","",""
"ADNIGO","VERIFY","RECADV","Adverse Events/Hospitalizations - Log","","N","1 digit","","",""
"ADNIGO","USERID","RECADV","Adverse Events/Hospitalizations - Log","","T","100 characters","","",""
"ADNIGO","USERDATE","RECADV","Adverse Events/Hospitalizations - Log","Date record created","S","100 digits","","",""
"ADNIGO","USERID2","RECADV","Adverse Events/Hospitalizations - Log","","T","100 characters","","",""
"ADNIGO","USERDATE2","RECADV","Adverse Events/Hospitalizations - Log","Date record last updated","S","100 digits","","",""
"ADNIGO","RECNO","RECADV","Adverse Events/Hospitalizations - Log","","N","38 digits","","",""
"ADNIGO","AEHEVNT","RECADV","Adverse Events/Hospitalizations - Log","Event (Diagnosis or Symptom if diagnosis is not known)","T","250","","",""
"ADNIGO","AEHBLSYM","RECADV","Adverse Events/Hospitalizations - Log","Check here if:","T","20","1=this symptom was reported on the Baseline Symptoms Checklist, but has worsened in chronicity or severity.","",""
"ADNIGO","AEHONSDT","RECADV","Adverse Events/Hospitalizations - Log","Onset Date","D","10","","",""
"ADNIGO","AEHONGNG","RECADV","Adverse Events/Hospitalizations - Log","Is the event ongoing?","N","1","1=Yes;0=No","",""
"ADNIGO","AEHCSDT","RECADV","Adverse Events/Hospitalizations - Log","Cease Date","D","10","","",""
"ADNIGO","AEHCHRON","RECADV","Adverse Events/Hospitalizations - Log","Chronicity","N","1","1= Single Occurrence; 2= Intermittent; 3= Persistent","",""
"ADNIGO","AEHSEVR","RECADV","Adverse Events/Hospitalizations - Log","Severity","N","1","1= Mild; 2= Moderate; 3= Severe","",""
"ADNIGO","AEHSERIO","RECADV","Adverse Events/Hospitalizations - Log","Serious?","N","1","1=Yes; 0=No","",""
"ADNIGO","AEHSAE","RECADV","Adverse Events/Hospitalizations - Log","Check here if:","T","20","1=SAE prior to Baseline Visit","",""
"ADNIGO","AEHREPBY","RECADV","Adverse Events/Hospitalizations - Log","Serious Adverse Event Reported By:","T","50","","",""
"ADNIGO","AEHREASN","RECADV","Adverse Events/Hospitalizations - Log","Reason for Qualifying as Serious Adverse Event:","T","100","","",""
"ADNIGO","AEHLIFE","RECADV","Adverse Events/Hospitalizations - Log","Life-Threatening?","N","1","1=Yes; 0=No","",""
"ADNIGO","AEHIMG","RECADV","Adverse Events/Hospitalizations - Log","Related to Imaging Procedure","N","1","1= Definitely; 2= Possibly; 3= Not Related","",""
"ADNIGO","AEHLUMB","RECADV","Adverse Events/Hospitalizations - Log","Related to Lumbar Puncture","N","1","1= Definitely; 2= Possibly; 3= Not Related","",""
"ADNIGO","AEHAV45","RECADV","Adverse Events/Hospitalizations - Log","Investigator Judgment of Relatedness to F-AV-45","N","1","1= Definitely; 2= Possibly; 3= Not Related","",""
"ADNIGO","AEHCMEDS","RECADV","Adverse Events/Hospitalizations - Log","Concurrent Medication Prescribed or Changed","N","1","1=Yes; 0=No","",""
"ADNIGO","AEHINHOS","RECADV","Adverse Events/Hospitalizations - Log","Did this event occur while the participant was being hospitalized for another event?","N","1","1=Yes; 0=No","",""
"ADNIGO","AEHPRO","RECADV","Adverse Events/Hospitalizations - Log","If Yes, did this event prolong hospitalization?","N","1","1=Yes; 0=No","",""
"ADNIGO","AEHHOSP","RECADV","Adverse Events/Hospitalizations - Log","If No, did this event require hospitalization?","N","1","3=No; 2=Yes - Outpatient; 1=Yes - Inpatient","",""
"ADNIGO","AEHOUTDT","RECADV","Adverse Events/Hospitalizations - Log","If Outpatient, provide the date of visit","D","10","","",""
"ADNIGO","AEHADMDT","RECADV","Adverse Events/Hospitalizations - Log","Admit Date","D","10","","",""
"ADNIGO","AEHADDIA","RECADV","Adverse Events/Hospitalizations - Log","Admit Diagnosis","T","250","","",""
"ADNIGO","AEHDISDT","RECADV","Adverse Events/Hospitalizations - Log","Discharge Date","D","10","","",""
"ADNIGO","AEHDISDI","RECADV","Adverse Events/Hospitalizations - Log","Discharge Diagnosis","T","250","","",""
"ADNIGO","AEHDEATH","RECADV","Adverse Events/Hospitalizations - Log","Did this event result in death?","N","1","1=Yes; 0=No","",""
"ADNIGO","AEHDTHDT","RECADV","Adverse Events/Hospitalizations - Log","Date of death","D","10","","",""
"ADNIGO","AEHDCAUS","RECADV","Adverse Events/Hospitalizations - Log","Cause of death:","T","250","","",""
"ADNIGO","AEHALZHI","RECADV","Adverse Events/Hospitalizations - Log","Was diagnosis of Alzheimer's confirmed at autopsy?","N","1","0=No; 1=Yes; 2=No postmortem brain exam","",""
"ADNIGO","AEHCOMM","RECADV","Adverse Events/Hospitalizations - Log","Comments","T","1000","","",""
"ADNIGO","AEHONSHR","RECADV","Adverse Events/Hospitalizations - Log","Estimated Onset Time:","N","4","","",""
"ADNIGO","ID","RECBLLOG","Documentation of Baseline Symptoms Log","Record ID","N","38","""crfname"",""Documentation of Baseline Symptoms Log"",""indexes"",""adnigo_recbllog_idx=RID,VISCODE,ENTRY,RECNO"",""notnullcols"",""ID,RID,SITEID,VISCODE,ENTRY,USERID,USERDATE,RECNO""","",""
"ADNIGO","SX","RECBLLOG","Documentation of Baseline Symptoms Log","","N","10 digits","","",""
"ADNIGO","RID","RECBLLOG","Documentation of Baseline Symptoms Log","Participant roster ID","N","38 digits","","",""
"ADNIGO","SITEID","RECBLLOG","Documentation of Baseline Symptoms Log","Site ID","N","38 digits","","",""
"ADNIGO","VISCODE","RECBLLOG","Documentation of Baseline Symptoms Log","Visit code","T","20 characters","","",""
"ADNIGO","VISCODE2","RECBLLOG","Documentation of Baseline Symptoms Log","Translated visit code","T","20 characters","","",""
"ADNIGO","ENTRY","RECBLLOG","Documentation of Baseline Symptoms Log","","N","1 digit","","",""
"ADNIGO","VERIFY","RECBLLOG","Documentation of Baseline Symptoms Log","","N","1 digit","","",""
"ADNIGO","USERID","RECBLLOG","Documentation of Baseline Symptoms Log","","T","100 characters","","",""
"ADNIGO","USERDATE","RECBLLOG","Documentation of Baseline Symptoms Log","Date record created","S","100 digits","","",""
"ADNIGO","USERID2","RECBLLOG","Documentation of Baseline Symptoms Log","","T","100 characters","","",""
"ADNIGO","USERDATE2","RECBLLOG","Documentation of Baseline Symptoms Log","Date record last updated","S","100 digits","","",""
"ADNIGO","RECNO","RECBLLOG","Documentation of Baseline Symptoms Log","","N","38 digits","","",""
"ADNIGO","BSXSYMNO","RECBLLOG","Documentation of Baseline Symptoms Log","Symptom Number","N","2","1=1. Nausea; 2=2. Vomiting; 3=3. Diarrhea; 4=4. Constipation; 5=5. Abdominal discomfort; 6=6. Sweating; 7=7. Dizziness; 8=8. Low energy; 9=9. Drowsiness; 10=10. Blurred vision; 11=11. Headache; 12=12. Dry mouth; 13=13. Shortness of breath; 14=14. Coughing; 15=15. Palpitations; 16=16. Chest pain; 17=17. Urinary discomfort; 18=18. Urinary frequency; 19=19. Ankle swelling; 20=20. Musculoskeletal pain; 21=21. Rash; 22=22. Insomnia; 23=23. Depressed mood; 24=24. Crying; 25=25. Elevated mood; 26=26. Wandering; 27=27. Fall; 28=28. Other","",""
"ADNIGO","BSXSYMP","RECBLLOG","Documentation of Baseline Symptoms Log","Description of Symptom","T","200","","",""
